year,result_code,electoral_district_name,polling_division_name,party,candidate,votes,percentage,affiliation
2015,05D,Matale,Rattota,PNF,Arachchige Rathnayaka Sirisena,141,0.2,
2015,05D,Matale,Rattota,UPFA,Mahinda Rajapaksa,32235,45.52,blue
2015,05D,Matale,Rattota,ONF,Namal Ajith Rajapaksa,137,0.19,
2015,05D,Matale,Rattota,NSSP,Sundaram Mahendran,40,0.06,red
2015,05D,Matale,Rattota,ULGC,Jayantha Kulathunga,25,0.04,
1982,05P,Matale,Postal Votes,UNP,Junius Richard Jayewardene,1674,65.34,green
1982,05P,Matale,Postal Votes,SLFP,Hector Kobbekaduwa,788,30.76,blue
1982,05P,Matale,Postal Votes,JVP,Rohana Wijeweera,77,3.01,red
1982,05P,Matale,Postal Votes,LSSP,Colvin Reginald de Silva,10,0.39,red
1982,05P,Matale,Postal Votes,ACTC,Kumar Ponnambalam,1,0.04,yellow
1982,05P,Matale,Postal Votes,NSSP,Vasudeva Nanayakkara,12,0.47,red
1988,05P,Matale,Postal Votes,UNP,Ranasinghe Premadasa,533,52.72,green
1988,05P,Matale,Postal Votes,SLFP,Sirimavo Bandaranaike,453,44.81,blue
1988,05P,Matale,Postal Votes,SLMP,Oswin Abeygunasekara,25,2.47,purple
1994,05P,Matale,Postal Votes,PA,Chandrika Kumaratunga,3954,61.79,blue
1994,05P,Matale,Postal Votes,UNP,Srimathi Dissanayake,2372,37.07,green
1994,05P,Matale,Postal Votes,Ind 2,Hudson Samarasinghe,5,0.08,
1994,05P,Matale,Postal Votes,SMBP,Harischandra Wijayatunga,44,0.69,
1994,05P,Matale,Postal Votes,SLPF,G. A. Nihal,17,0.27,
1994,05P,Matale,Postal Votes,Ind 1,Arthur Jayasena Ranasinghe,7,0.11,
1999,05P,Matale,Postal Votes,PA,Chandrika Kumaratunga,2680,47.46,blue
1999,05P,Matale,Postal Votes,UNP,Ranil Wickremesinghe,2482,43.95,green
1999,05P,Matale,Postal Votes,JVP,M. D. Nandana Gunathilake,393,6.96,red
1999,05P,Matale,Postal Votes,Ind 2,W. V. M. Ranjith,5,0.09,
1999,05P,Matale,Postal Votes,SMBP,Harischandra Wijayatunga,54,0.96,
1999,05P,Matale,Postal Votes,Liberal,Rajiva Wijesinha,2,0.04,
1999,05P,Matale,Postal Votes,Ind 1,T. Edirisuriya,8,0.14,
1999,05P,Matale,Postal Votes,SLMP,Abdul Rasool,5,0.09,purple
1999,05P,Matale,Postal Votes,PLSF,Kamal Karunadasa,3,0.05,
1999,05P,Matale,Postal Votes,LDA,Vasudeva Nanayakkara,13,0.23,
1999,05P,Matale,Postal Votes,Ind 3,Hudson Samarasinghe,0,0.0,
1999,05P,Matale,Postal Votes,PFF,A. W. Premawardhana,2,0.04,
1999,05P,Matale,Postal Votes,DUNF,A. Dissanayaka,0,0.0,
2005,05P,Matale,Postal Votes,UNP,Ranil Wickremesinghe,3910,37.26,green
2005,05P,Matale,Postal Votes,UPFA,Mahinda Rajapaksa,6547,62.39,blue
2005,05P,Matale,Postal Votes,JSP,A. A. Suraweera,8,0.08,
2005,05P,Matale,Postal Votes,USP,Siritunga Jayasuriya,4,0.04,
2005,05P,Matale,Postal Votes,NLF,Chamil Jayaneththi,2,0.02,
2005,05P,Matale,Postal Votes,ULPP,Victor Hettigoda,19,0.18,
2005,05P,Matale,Postal Votes,SLNF,Wimal Geeganage,0,0.0,
2005,05P,Matale,Postal Votes,RPP,Aruna de Soyza,1,0.01,
2005,05P,Matale,Postal Votes,ULF,Anura De Silva,1,0.01,
2005,05P,Matale,Postal Votes,DUA,A. K. J. Arachchige,1,0.01,
2005,05P,Matale,Postal Votes,SEP,Wije Dias,0,0.0,
2005,05P,Matale,Postal Votes,SLPF,P. Nelson Perera,0,0.0,
2005,05P,Matale,Postal Votes,UNAF,H. S. Dharmadwaja,0,0.0,
2010,05P,Matale,Postal Votes,UPFA,Mahinda Rajapaksa,8846,68.38,blue
2010,05P,Matale,Postal Votes,NDF,Sarath Fonseka,4038,31.21,green
2010,05P,Matale,Postal Votes,DUNF,M. C. M. Ismail,11,0.09,
2010,05P,Matale,Postal Votes,JSP,A. A. Suraweera,2,0.02,
2010,05P,Matale,Postal Votes,Ind 1,W. V. M. Ranjith,10,0.08,
2010,05P,Matale,Postal Votes,UDF,C. J. Sugathsiri Gamage,3,0.02,
2010,05P,Matale,Postal Votes,SLLP,A. S. P. Liyanage,6,0.05,
2010,05P,Matale,Postal Votes,Ind 3,Ukkubanda Wijekoon,1,0.01,
2010,05P,Matale,Postal Votes,USP,Siritunga Jayasuriya,2,0.02,
2010,05P,Matale,Postal Votes,NSH,Sarath Manamendra,3,0.02,
2010,05P,Matale,Postal Votes,ONF,Lal Perera,1,0.01,
2010,05P,Matale,Postal Votes,Ind 5,M. K. Shivajilingam,2,0.02,
2010,05P,Matale,Postal Votes,Ind 2,Aithurus Mohamed Illias,1,0.01,
2010,05P,Matale,Postal Votes,LF,Vikramabahu Karunaratne,6,0.05,
2010,05P,Matale,Postal Votes,NA,Sanath Pinnaduwa,1,0.01,
2010,05P,Matale,Postal Votes,SEP,Wije Dias,1,0.01,
2010,05P,Matale,Postal Votes,Ind 4,M. Mohamed Musthaffa,0,0.0,
2010,05P,Matale,Postal Votes,JP,Baththaramulle Seelarathana Thero,0,0.0,
2010,05P,Matale,Postal Votes,RPP,Aruna de Soyza,1,0.01,
2010,05P,Matale,Postal Votes,PNF,Senaratna de Silva,0,0.0,
2010,05P,Matale,Postal Votes,ACAKO,M. B. Theminimulla,1,0.01,
2010,05P,Matale,Postal Votes,UNAF,Sarath Kongahage,1,0.01,
2015,05P,Matale,Postal Votes,I-AMI,Aithurus Mohamed Illias,1,0.01,
2015,05P,Matale,Postal Votes,UPF,Maulawi Ibrahim Mohanmed Mishlar,4,0.02,
2015,05P,Matale,Postal Votes,DNM,Prasanna Priyankara,4,0.02,
2015,05P,Matale,Postal Votes,SLNF,Wimal Geeganage,1,0.01,
2015,05P,Matale,Postal Votes,USP,Siritunga Jayasuriya,3,0.02,
2015,05P,Matale,Postal Votes,AACAAKO,M. B. Theminimulla,0,0.0,
2015,05P,Matale,Postal Votes,SEP,Pani Wijesiriwardane,0,0.0,
2015,05P,Matale,Postal Votes,FSP,Duminda Nagamuwa,7,0.04,
2015,05P,Matale,Postal Votes,SLLP,A. S. P. Liyanage,3,0.02,
2015,05P,Matale,Postal Votes,NDF,Maithripala Sirisena,8394,49.6,green
2015,05P,Matale,Postal Votes,ULPP,Ruwanthilaka Peduru Arachchi,4,0.02,
2015,05P,Matale,Postal Votes,I-AP,Anuruddha Polgampala,1,0.01,
2015,05P,Matale,Postal Votes,JSP,Baththaramulle Seelarathana Thero,3,0.02,
2015,05P,Matale,Postal Votes,NSH,Sarath Manamendra,1,0.01,
2015,05P,Matale,Postal Votes,PNF,Arachchige Rathnayaka Sirisena,5,0.03,
2015,05P,Matale,Postal Votes,UPFA,Mahinda Rajapaksa,8483,50.13,blue
2015,05P,Matale,Postal Votes,ONF,Namal Ajith Rajapaksa,4,0.02,
2015,05P,Matale,Postal Votes,NSSP,Sundaram Mahendran,2,0.01,red
2015,05P,Matale,Postal Votes,ULGC,Jayantha Kulathunga,3,0.02,
1982,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UNP,Junius Richard Jayewardene,49414,69.59,green
1982,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLFP,Hector Kobbekaduwa,18543,26.11,blue
1982,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,JVP,Rohana Wijeweera,1892,2.66,red
1982,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,LSSP,Colvin Reginald de Silva,632,0.89,red
1982,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,ACTC,Kumar Ponnambalam,380,0.54,yellow
1982,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,NSSP,Vasudeva Nanayakkara,145,0.2,red
1988,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UNP,Ranasinghe Premadasa,52653,68.25,green
1988,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLFP,Sirimavo Bandaranaike,22209,28.79,blue
1988,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLMP,Oswin Abeygunasekara,2290,2.97,purple
1994,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,PA,Chandrika Kumaratunga,94262,60.78,blue
1994,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UNP,Srimathi Dissanayake,53949,34.79,green
1994,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 2,Hudson Samarasinghe,4897,3.16,
1994,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SMBP,Harischandra Wijayatunga,775,0.5,
1994,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 1,Arthur Jayasena Ranasinghe,590,0.38,
1994,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLPF,G. A. Nihal,618,0.4,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UNP,Ranil Wickremesinghe,87653,53.09,green
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,PA,Chandrika Kumaratunga,70497,42.7,blue
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,JVP,M. D. Nandana Gunathilake,1897,1.15,red
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 2,W. V. M. Ranjith,1128,0.68,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Liberal,Rajiva Wijesinha,1074,0.65,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 1,T. Edirisuriya,672,0.41,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SMBP,Harischandra Wijayatunga,591,0.36,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,LDA,Vasudeva Nanayakkara,489,0.3,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,PLSF,Kamal Karunadasa,326,0.2,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLMP,Abdul Rasool,322,0.2,purple
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 3,Hudson Samarasinghe,244,0.15,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,DUNF,A. Dissanayaka,102,0.06,
1999,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,PFF,A. W. Premawardhana,102,0.06,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UNP,Ranil Wickremesinghe,156343,81.02,green
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UPFA,Mahinda Rajapaksa,33453,17.34,blue
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,USP,Siritunga Jayasuriya,1631,0.85,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,JSP,A. A. Suraweera,689,0.36,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,ULPP,Victor Hettigoda,182,0.09,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,NLF,Chamil Jayaneththi,115,0.06,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,ULF,Anura De Silva,125,0.06,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,RPP,Aruna de Soyza,79,0.04,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLNF,Wimal Geeganage,67,0.03,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,DUA,A. K. J. Arachchige,73,0.04,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SEP,Wije Dias,90,0.05,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLPF,P. Nelson Perera,74,0.04,
2005,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UNAF,H. S. Dharmadwaja,40,0.02,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,NDF,Sarath Fonseka,112866,61.3,green
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UPFA,Mahinda Rajapaksa,62604,34.0,blue
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,DUNF,M. C. M. Ismail,2693,1.46,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UDF,C. J. Sugathsiri Gamage,1158,0.63,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,JSP,A. A. Suraweera,747,0.41,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLLP,A. S. P. Liyanage,529,0.29,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 5,M. K. Shivajilingam,447,0.24,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 1,W. V. M. Ranjith,340,0.18,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,NSH,Sarath Manamendra,441,0.24,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,ONF,Lal Perera,404,0.22,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,USP,Siritunga Jayasuriya,320,0.17,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 3,Ukkubanda Wijekoon,279,0.15,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,LF,Vikramabahu Karunaratne,204,0.11,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SEP,Wije Dias,219,0.12,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,NA,Sanath Pinnaduwa,199,0.11,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 2,Aithurus Mohamed Illias,113,0.06,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,RPP,Aruna de Soyza,108,0.06,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,JP,Baththaramulle Seelarathana Thero,99,0.05,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,Ind 4,M. Mohamed Musthaffa,114,0.06,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,PNF,Senaratna de Silva,109,0.06,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,ACAKO,M. B. Theminimulla,73,0.04,
2010,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UNAF,Sarath Kongahage,62,0.03,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,I-AMI,Aithurus Mohamed Illias,246,0.1,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UPF,Maulawi Ibrahim Mohanmed Mishlar,705,0.3,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,DNM,Prasanna Priyankara,112,0.05,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLNF,Wimal Geeganage,71,0.03,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,USP,Siritunga Jayasuriya,469,0.2,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,AACAAKO,M. B. Theminimulla,199,0.08,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SEP,Pani Wijesiriwardane,195,0.08,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,FSP,Duminda Nagamuwa,285,0.12,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,SLLP,A. S. P. Liyanage,831,0.35,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,NDF,Maithripala Sirisena,171578,73.01,green
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,ULPP,Ruwanthilaka Peduru Arachchi,730,0.31,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,I-AP,Anuruddha Polgampala,250,0.11,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,JSP,Baththaramulle Seelarathana Thero,141,0.06,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,NSH,Sarath Manamendra,282,0.12,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,PNF,Arachchige Rathnayaka Sirisena,493,0.21,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,UPFA,Mahinda Rajapaksa,57718,24.56,blue
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,ONF,Namal Ajith Rajapaksa,479,0.2,
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,NSSP,Sundaram Mahendran,156,0.07,red
2015,06A,Nuwara Eliya,Nuwara Eliya-Maskeliya,ULGC,Jayantha Kulathunga,56,0.02,
1982,06B,Nuwara Eliya,Kotmale,UNP,Junius Richard Jayewardene,18684,59.19,green
1982,06B,Nuwara Eliya,Kotmale,SLFP,Hector Kobbekaduwa,12036,38.13,blue
1982,06B,Nuwara Eliya,Kotmale,JVP,Rohana Wijeweera,616,1.95,red
1982,06B,Nuwara Eliya,Kotmale,LSSP,Colvin Reginald de Silva,146,0.46,red
1982,06B,Nuwara Eliya,Kotmale,ACTC,Kumar Ponnambalam,51,0.16,yellow
1982,06B,Nuwara Eliya,Kotmale,NSSP,Vasudeva Nanayakkara,32,0.1,red
1988,06B,Nuwara Eliya,Kotmale,UNP,Ranasinghe Premadasa,17822,56.32,green
1988,06B,Nuwara Eliya,Kotmale,SLFP,Sirimavo Bandaranaike,13549,42.82,blue
1988,06B,Nuwara Eliya,Kotmale,SLMP,Oswin Abeygunasekara,272,0.86,purple
1994,06B,Nuwara Eliya,Kotmale,PA,Chandrika Kumaratunga,22034,51.58,blue
1994,06B,Nuwara Eliya,Kotmale,UNP,Srimathi Dissanayake,19708,46.14,green
1994,06B,Nuwara Eliya,Kotmale,Ind 2,Hudson Samarasinghe,555,1.3,
1994,06B,Nuwara Eliya,Kotmale,SMBP,Harischandra Wijayatunga,137,0.32,
1994,06B,Nuwara Eliya,Kotmale,Ind 1,Arthur Jayasena Ranasinghe,140,0.33,
1994,06B,Nuwara Eliya,Kotmale,SLPF,G. A. Nihal,142,0.33,
1999,06B,Nuwara Eliya,Kotmale,UNP,Ranil Wickremesinghe,20984,46.82,green
1999,06B,Nuwara Eliya,Kotmale,PA,Chandrika Kumaratunga,22068,49.23,blue
1999,06B,Nuwara Eliya,Kotmale,JVP,M. D. Nandana Gunathilake,826,1.84,red
1999,06B,Nuwara Eliya,Kotmale,Ind 2,W. V. M. Ranjith,211,0.47,
1999,06B,Nuwara Eliya,Kotmale,Liberal,Rajiva Wijesinha,164,0.37,
1999,06B,Nuwara Eliya,Kotmale,Ind 1,T. Edirisuriya,133,0.3,
1999,06B,Nuwara Eliya,Kotmale,SMBP,Harischandra Wijayatunga,136,0.3,
1999,06B,Nuwara Eliya,Kotmale,LDA,Vasudeva Nanayakkara,67,0.15,
1999,06B,Nuwara Eliya,Kotmale,PLSF,Kamal Karunadasa,76,0.17,
1999,06B,Nuwara Eliya,Kotmale,SLMP,Abdul Rasool,71,0.16,purple
1999,06B,Nuwara Eliya,Kotmale,Ind 3,Hudson Samarasinghe,52,0.12,
1999,06B,Nuwara Eliya,Kotmale,DUNF,A. Dissanayaka,22,0.05,
1999,06B,Nuwara Eliya,Kotmale,PFF,A. W. Premawardhana,13,0.03,
2005,06B,Nuwara Eliya,Kotmale,UNP,Ranil Wickremesinghe,33073,64.16,green
2005,06B,Nuwara Eliya,Kotmale,UPFA,Mahinda Rajapaksa,17645,34.23,blue
2005,06B,Nuwara Eliya,Kotmale,USP,Siritunga Jayasuriya,378,0.73,
2005,06B,Nuwara Eliya,Kotmale,JSP,A. A. Suraweera,204,0.4,
2005,06B,Nuwara Eliya,Kotmale,ULPP,Victor Hettigoda,51,0.1,
2005,06B,Nuwara Eliya,Kotmale,NLF,Chamil Jayaneththi,35,0.07,
2005,06B,Nuwara Eliya,Kotmale,ULF,Anura De Silva,27,0.05,
2005,06B,Nuwara Eliya,Kotmale,RPP,Aruna de Soyza,27,0.05,
2005,06B,Nuwara Eliya,Kotmale,SLNF,Wimal Geeganage,29,0.06,
2005,06B,Nuwara Eliya,Kotmale,DUA,A. K. J. Arachchige,16,0.03,
2005,06B,Nuwara Eliya,Kotmale,SEP,Wije Dias,23,0.04,
2005,06B,Nuwara Eliya,Kotmale,SLPF,P. Nelson Perera,24,0.05,
2005,06B,Nuwara Eliya,Kotmale,UNAF,H. S. Dharmadwaja,16,0.03,
2010,06B,Nuwara Eliya,Kotmale,NDF,Sarath Fonseka,26727,50.84,green
2010,06B,Nuwara Eliya,Kotmale,UPFA,Mahinda Rajapaksa,24120,45.88,blue
2010,06B,Nuwara Eliya,Kotmale,DUNF,M. C. M. Ismail,531,1.01,
2010,06B,Nuwara Eliya,Kotmale,UDF,C. J. Sugathsiri Gamage,210,0.4,
2010,06B,Nuwara Eliya,Kotmale,JSP,A. A. Suraweera,190,0.36,
2010,06B,Nuwara Eliya,Kotmale,SLLP,A. S. P. Liyanage,107,0.2,
2010,06B,Nuwara Eliya,Kotmale,Ind 5,M. K. Shivajilingam,68,0.13,
2010,06B,Nuwara Eliya,Kotmale,Ind 1,W. V. M. Ranjith,94,0.18,
2010,06B,Nuwara Eliya,Kotmale,NSH,Sarath Manamendra,80,0.15,
2010,06B,Nuwara Eliya,Kotmale,ONF,Lal Perera,91,0.17,
2010,06B,Nuwara Eliya,Kotmale,USP,Siritunga Jayasuriya,73,0.14,
2010,06B,Nuwara Eliya,Kotmale,Ind 3,Ukkubanda Wijekoon,44,0.08,
2010,06B,Nuwara Eliya,Kotmale,LF,Vikramabahu Karunaratne,28,0.05,
2010,06B,Nuwara Eliya,Kotmale,SEP,Wije Dias,30,0.06,
2010,06B,Nuwara Eliya,Kotmale,NA,Sanath Pinnaduwa,35,0.07,
2010,06B,Nuwara Eliya,Kotmale,Ind 2,Aithurus Mohamed Illias,35,0.07,
2010,06B,Nuwara Eliya,Kotmale,RPP,Aruna de Soyza,35,0.07,
2010,06B,Nuwara Eliya,Kotmale,JP,Baththaramulle Seelarathana Thero,17,0.03,
2010,06B,Nuwara Eliya,Kotmale,Ind 4,M. Mohamed Musthaffa,24,0.05,
2010,06B,Nuwara Eliya,Kotmale,PNF,Senaratna de Silva,16,0.03,
2010,06B,Nuwara Eliya,Kotmale,ACAKO,M. B. Theminimulla,7,0.01,
2010,06B,Nuwara Eliya,Kotmale,UNAF,Sarath Kongahage,8,0.02,
2015,06B,Nuwara Eliya,Kotmale,I-AMI,Aithurus Mohamed Illias,62,0.1,
2015,06B,Nuwara Eliya,Kotmale,UPF,Maulawi Ibrahim Mohanmed Mishlar,93,0.15,
2015,06B,Nuwara Eliya,Kotmale,DNM,Prasanna Priyankara,16,0.03,
2015,06B,Nuwara Eliya,Kotmale,SLNF,Wimal Geeganage,14,0.02,
2015,06B,Nuwara Eliya,Kotmale,USP,Siritunga Jayasuriya,87,0.14,
2015,06B,Nuwara Eliya,Kotmale,AACAAKO,M. B. Theminimulla,27,0.04,
2015,06B,Nuwara Eliya,Kotmale,SEP,Pani Wijesiriwardane,27,0.04,
2015,06B,Nuwara Eliya,Kotmale,FSP,Duminda Nagamuwa,44,0.07,
2015,06B,Nuwara Eliya,Kotmale,SLLP,A. S. P. Liyanage,133,0.22,
2015,06B,Nuwara Eliya,Kotmale,NDF,Maithripala Sirisena,36343,59.48,green
2015,06B,Nuwara Eliya,Kotmale,ULPP,Ruwanthilaka Peduru Arachchi,115,0.19,
2015,06B,Nuwara Eliya,Kotmale,I-AP,Anuruddha Polgampala,38,0.06,
2015,06B,Nuwara Eliya,Kotmale,JSP,Baththaramulle Seelarathana Thero,19,0.03,
2015,06B,Nuwara Eliya,Kotmale,NSH,Sarath Manamendra,42,0.07,
2015,06B,Nuwara Eliya,Kotmale,PNF,Arachchige Rathnayaka Sirisena,97,0.16,
2015,06B,Nuwara Eliya,Kotmale,UPFA,Mahinda Rajapaksa,23821,38.99,blue
2015,06B,Nuwara Eliya,Kotmale,ONF,Namal Ajith Rajapaksa,92,0.15,
2015,06B,Nuwara Eliya,Kotmale,NSSP,Sundaram Mahendran,19,0.03,red
2015,06B,Nuwara Eliya,Kotmale,ULGC,Jayantha Kulathunga,10,0.02,
1982,06C,Nuwara Eliya,Hanguranketha,UNP,Junius Richard Jayewardene,20672,60.1,green
1982,06C,Nuwara Eliya,Hanguranketha,SLFP,Hector Kobbekaduwa,12414,36.09,blue
1982,06C,Nuwara Eliya,Hanguranketha,JVP,Rohana Wijeweera,983,2.86,red
1982,06C,Nuwara Eliya,Hanguranketha,LSSP,Colvin Reginald de Silva,202,0.59,red
1982,06C,Nuwara Eliya,Hanguranketha,ACTC,Kumar Ponnambalam,50,0.15,yellow
1982,06C,Nuwara Eliya,Hanguranketha,NSSP,Vasudeva Nanayakkara,77,0.22,red
1988,06C,Nuwara Eliya,Hanguranketha,UNP,Ranasinghe Premadasa,22748,61.27,green
1988,06C,Nuwara Eliya,Hanguranketha,SLFP,Sirimavo Bandaranaike,14011,37.74,blue
1988,06C,Nuwara Eliya,Hanguranketha,SLMP,Oswin Abeygunasekara,370,1.0,purple
1994,06C,Nuwara Eliya,Hanguranketha,PA,Chandrika Kumaratunga,22917,52.94,blue
1994,06C,Nuwara Eliya,Hanguranketha,UNP,Srimathi Dissanayake,19609,45.3,green
1994,06C,Nuwara Eliya,Hanguranketha,Ind 2,Hudson Samarasinghe,350,0.81,
1994,06C,Nuwara Eliya,Hanguranketha,SMBP,Harischandra Wijayatunga,162,0.37,
1994,06C,Nuwara Eliya,Hanguranketha,Ind 1,Arthur Jayasena Ranasinghe,153,0.35,
1994,06C,Nuwara Eliya,Hanguranketha,SLPF,G. A. Nihal,96,0.22,
1999,06C,Nuwara Eliya,Hanguranketha,UNP,Ranil Wickremesinghe,18426,36.95,green
1999,06C,Nuwara Eliya,Hanguranketha,PA,Chandrika Kumaratunga,29000,58.16,blue
1999,06C,Nuwara Eliya,Hanguranketha,JVP,M. D. Nandana Gunathilake,1572,3.15,red
1999,06C,Nuwara Eliya,Hanguranketha,Ind 2,W. V. M. Ranjith,158,0.32,
1999,06C,Nuwara Eliya,Hanguranketha,Liberal,Rajiva Wijesinha,143,0.29,
1999,06C,Nuwara Eliya,Hanguranketha,Ind 1,T. Edirisuriya,140,0.28,
1999,06C,Nuwara Eliya,Hanguranketha,SMBP,Harischandra Wijayatunga,131,0.26,
1999,06C,Nuwara Eliya,Hanguranketha,LDA,Vasudeva Nanayakkara,51,0.1,
1999,06C,Nuwara Eliya,Hanguranketha,PLSF,Kamal Karunadasa,71,0.14,
1999,06C,Nuwara Eliya,Hanguranketha,SLMP,Abdul Rasool,68,0.14,purple
1999,06C,Nuwara Eliya,Hanguranketha,Ind 3,Hudson Samarasinghe,54,0.11,
1999,06C,Nuwara Eliya,Hanguranketha,DUNF,A. Dissanayaka,21,0.04,
1999,06C,Nuwara Eliya,Hanguranketha,PFF,A. W. Premawardhana,28,0.06,
2005,06C,Nuwara Eliya,Hanguranketha,UNP,Ranil Wickremesinghe,27061,55.58,green
2005,06C,Nuwara Eliya,Hanguranketha,UPFA,Mahinda Rajapaksa,20725,42.56,blue
2005,06C,Nuwara Eliya,Hanguranketha,USP,Siritunga Jayasuriya,277,0.57,
2005,06C,Nuwara Eliya,Hanguranketha,JSP,A. A. Suraweera,285,0.59,
2005,06C,Nuwara Eliya,Hanguranketha,ULPP,Victor Hettigoda,58,0.12,
2005,06C,Nuwara Eliya,Hanguranketha,NLF,Chamil Jayaneththi,57,0.12,
2005,06C,Nuwara Eliya,Hanguranketha,ULF,Anura De Silva,33,0.07,
2005,06C,Nuwara Eliya,Hanguranketha,RPP,Aruna de Soyza,46,0.09,
2005,06C,Nuwara Eliya,Hanguranketha,SLNF,Wimal Geeganage,58,0.12,
